Circulação nos vertebrados;ss_circulacao_vertebrados_03;17 - Enciclopédia do Estudante;244 - Enciclopédia Estudante - Biologia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;42kb
Etapas no ciclo de vida dos cnidários ;ss_cnidarios_03;17 - Enciclopédia do Estudante;244 - Enciclopédia Estudante - Biologia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;119kb
O impulso nervoso;impulso_nervoso_06;17 - Enciclopédia do Estudante;244 - Enciclopédia Estudante - Biologia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;535kb
Níveis de organização da vida;niveis_organizacao_vida_09;17 - Enciclopédia do Estudante;244 - Enciclopédia Estudante - Biologia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;2.797kb
Características dos Poríferos;ss_poriferos_06;17 - Enciclopédia do Estudante;244 - Enciclopédia Estudante - Biologia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;71kb
Principais tecidos animais;ss_principais_tecidos_animais_03;17 - Enciclopédia do Estudante;244 - Enciclopédia Estudante - Biologia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;75kb
Trocas gasosas nos animais;ss_respiracao_animais_05;17 - Enciclopédia do Estudante;244 - Enciclopédia Estudante - Biologia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;191kb
Sistema cardiovascular;sistema_cardiovascular_04;17 - Enciclopédia do Estudante;244 - Enciclopédia Estudante - Biologia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;134kb
A deriva dos continentes;deriva5;17 - Enciclopédia do Estudante;245 - Enciclopédia Estudante - CTU;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;842kb
A Terra no universo;a_terra_no_universo;17 - Enciclopédia do Estudante;245 - Enciclopédia Estudante - CTU;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;907kb
O cilco das rochas;ociclodasrochas4;17 - Enciclopédia do Estudante;245 - Enciclopédia Estudante - CTU;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;1.603kb
Estados da água;propriedades_agua_v02;17 - Enciclopédia do Estudante;245 - Enciclopédia Estudante - CTU;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;1.625kb
Plataforma de Abrasão;abrasao3;17 - Enciclopédia do Estudante;245 - Enciclopédia Estudante - CTU;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;217kb
Ciclo de Wilson;ciclo_de_wilson;17 - Enciclopédia do Estudante;245 - Enciclopédia Estudante - CTU;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;333kb
A energia que impulsiona os agentes externos;energia3;17 - Enciclopédia do Estudante;245 - Enciclopédia Estudante - CTU;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;143kb
Limpeza de fósseis: como é o trabalho dos paleontólogos;limpeza_de_fosseis;17 - Enciclopédia do Estudante;245 - Enciclopédia Estudante - CTU;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;250kb
Estrutura de um vulcão de ponta;vulcao2;17 - Enciclopédia do Estudante;245 - Enciclopédia Estudante - CTU;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;246kb
Chuva ácida;chuva_acidaok_2;17 - Enciclopédia do Estudante;246 - Enciclopédia Estudante - Ecologia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;1.385kb
Ciclo da água;ciclo_da_agua_4;17 - Enciclopédia do Estudante;246 - Enciclopédia Estudante - Ecologia;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;484kb
Ciclo do Carbono;ciclo_do_carbono_6;17 - Enciclopédia do Estudante;246 - Enciclopédia Estudante - Ecologia;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;353kb
Ciclo Nitrogênio;ciclo_do_nitrogenio4;17 - Enciclopédia do Estudante;246 - Enciclopédia Estudante - Ecologia;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;1.572kb
Tratamento da água;agua_potavel4;17 - Enciclopédia do Estudante;246 - Enciclopédia Estudante - Ecologia;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;590kb
Desflorestamento para uso agrícola;desmatamento;17 - Enciclopédia do Estudante;246 - Enciclopédia Estudante - Ecologia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;94kb
Evolução das Girafas segundo Lamark e Darwin;girafas_3;17 - Enciclopédia do Estudante;246 - Enciclopédia Estudante - Ecologia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;252kb
Formação do petróleo e do carbono;petroleo6;17 - Enciclopédia do Estudante;246 - Enciclopédia Estudante - Ecologia;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;1.926kb
Fotossíntese;fotossintese3;17 - Enciclopédia do Estudante;246 - Enciclopédia Estudante - Ecologia;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;815kb
Gestão de resíduos solídos urbanos (RSU);residuos_solidos3;17 - Enciclopédia do Estudante;246 - Enciclopédia Estudante - Ecologia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;1.333kb
Radiação solar e efeito estufa;estufa4;17 - Enciclopédia do Estudante;246 - Enciclopédia Estudante - Ecologia;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;505kb
Retroalimentação;retroalimentacao4;17 - Enciclopédia do Estudante;246 - Enciclopédia Estudante - Ecologia;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;763kb
Tratamento do esgoto;aguasresiduais_alteracao_final;17 - Enciclopédia do Estudante;246 - Enciclopédia Estudante - Ecologia;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;1.810kb
Efeito fotoelétrico;efeito_fotoeletrico_03;17 - Enciclopédia do Estudante;247 - Enciclopédia Estudante - Física;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;335kb
Instrumentos óticos;instrumentos_otico_03;17 - Enciclopédia do Estudante;247 - Enciclopédia Estudante - Física;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;83kb
Movimento relativo;movimento_relativo_03;17 - Enciclopédia do Estudante;247 - Enciclopédia Estudante - Física;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;150kb
Relatividade especial;relatividade_especial_02;17 - Enciclopédia do Estudante;247 - Enciclopédia Estudante - Física;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;155kb
A energia não-renovável;energia_nao_renovavel_v02;17 - Enciclopédia do Estudante;248 - Enciclopédia Estudante - Geografia;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;524kb
Os meios de transporte;meios_de_transporte3;17 - Enciclopédia do Estudante;248 - Enciclopédia Estudante - Geografia;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;564kb
Os climas da Terra;os_climas_da_terra_09;17 - Enciclopédia do Estudante;248 - Enciclopédia Estudante - Geografia;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;482kb
Rotação;so_rotacao;17 - Enciclopédia do Estudante;248 - Enciclopédia Estudante - Geografia;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;1.011kb
Movimentos de placas tectônicas;movimento_placas2;17 - Enciclopédia do Estudante;248 - Enciclopédia Estudante - Geografia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;1.044kb
Zonas de pressão;zonas_de_pressao;17 - Enciclopédia do Estudante;248 - Enciclopédia Estudante - Geografia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;273kb
União Européia (EU);uniao_europeia_07;17 - Enciclopédia do Estudante;248 - Enciclopédia Estudante - Geografia;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;259kb
Biodiversidade Brasileira;ia_biodiversidade_brasileira_03;17 - Enciclopédia do Estudante;248 - Enciclopédia Estudante - Geografia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;398kb
Deltas e estuários;deltas_estuarios_02;17 - Enciclopédia do Estudante;248 - Enciclopédia Estudante - Geografia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;154kb
A formação territorial do Brasil;formacao_territorial_brasil_05;17 - Enciclopédia do Estudante;248 - Enciclopédia Estudante - Geografia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;411kb
Funcionamento de uma eclusa;ss_funcionamento_eclusa_01;17 - Enciclopédia do Estudante;248 - Enciclopédia Estudante - Geografia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;32kb
Geologia do Brasil;geologia_brasil_02;17 - Enciclopédia do Estudante;248 - Enciclopédia Estudante - Geografia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;190kb
Massas de ar na terra e no Brasil;ss_massas_ar_terra_brasil_02;17 - Enciclopédia do Estudante;248 - Enciclopédia Estudante - Geografia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;88kb
África;IA_geoMundo_africa_04;17 - Enciclopédia do Estudante;248 - Enciclopédia Estudante - Geografia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;542kb
América;IA_geoMundo_america_06;17 - Enciclopédia do Estudante;248 - Enciclopédia Estudante - Geografia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;819kb
Ásia;IA_geoMundo_asia_05;17 - Enciclopédia do Estudante;248 - Enciclopédia Estudante - Geografia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;458kb
Europa;IA_geoMundo_europa_03;17 - Enciclopédia do Estudante;248 - Enciclopédia Estudante - Geografia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;488kb
Mapa Mundi;mapa3;17 - Enciclopédia do Estudante;248 - Enciclopédia Estudante - Geografia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;745kb
Oceania;IA_geoMundo_oceania_05;17 - Enciclopédia do Estudante;248 - Enciclopédia Estudante - Geografia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;287kb
As civilizações pré-colombianas;civilizacoes_precolombianas5;17 - Enciclopédia do Estudante;249 - Enciclopédia Estudante - História;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;887kb
Estado Moderno;estado_moderno_09temp;17 - Enciclopédia do Estudante;249 - Enciclopédia Estudante - História;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;851kb
História Antiga: Mundo Grego e Romano;mundo_grego10;17 - Enciclopédia do Estudante;249 - Enciclopédia Estudante - História;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;2.361kb
Linha do tempo;linha_do_tempo_09;17 - Enciclopédia do Estudante;249 - Enciclopédia Estudante - História;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;588kb
O modo de vida medieval;mododevidamedieval_07;17 - Enciclopédia do Estudante;249 - Enciclopédia Estudante - História;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;1.752kb
A idade dos metais;idade_dos_metais;17 - Enciclopédia do Estudante;249 - Enciclopédia Estudante - História;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;627kb
A Revolução Industrial;revolucao_industrial_13;17 - Enciclopédia do Estudante;249 - Enciclopédia Estudante - História;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;1.139kb
O cotidiano das populações brasileiras antes de Cabral;brasilcabral;17 - Enciclopédia do Estudante;249 - Enciclopédia Estudante - História;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;169kb
Cronologia;molde;17 - Enciclopédia do Estudante;249 - Enciclopédia Estudante - História;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;134kb
Cultura nos anos 1950 e 1960;Cultura_brasil_03;17 - Enciclopédia do Estudante;249 - Enciclopédia Estudante - História;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;429kb
O engenho de açúcar;engenhoacucar;17 - Enciclopédia do Estudante;249 - Enciclopédia Estudante - História;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;222kb
Era Vargas: O Governo Provisório e o Governo Constitucional;eravargasum5;17 - Enciclopédia do Estudante;249 - Enciclopédia Estudante - História;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;1.123kb
Estado Novo e Governo Democrático de Vargas;historia_eraVargasII_05;17 - Enciclopédia do Estudante;249 - Enciclopédia Estudante - História;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;1.406kb
Rio de Janeiro: A Nova Capital do Império;familiareal;17 - Enciclopédia do Estudante;249 - Enciclopédia Estudante - História;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;889kb
Fazenda de café;fazenda_de_cafe_02;17 - Enciclopédia do Estudante;249 - Enciclopédia Estudante - História;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;311kb
História do Brasil - Nova República;novarepublica_03;17 - Enciclopédia do Estudante;249 - Enciclopédia Estudante - História;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;804kb
Ditadura Militar;IA_historia_brasil_regimeMilitar_03;17 - Enciclopédia do Estudante;249 - Enciclopédia Estudante - História;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;856kb
Ordem das orações;gramatica_disposicao_palavras_01;17 - Enciclopédia do Estudante;250 - Enciclopédia Estudante - Gramática;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;183kb
Os elementos da comunicação;gramatica_elementos_comunicacao_01;17 - Enciclopédia do Estudante;250 - Enciclopédia Estudante - Gramática;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;51kb
Línguas da Família Indo-Européia;gramatica_familia_indo_europeia_01;17 - Enciclopédia do Estudante;250 - Enciclopédia Estudante - Gramática;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;157kb
Novo acordo ortográfico;gramatica_novo_acordo_ortografico_02;17 - Enciclopédia do Estudante;250 - Enciclopédia Estudante - Gramática;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;539kb
Origens do português;gramatica_origens_portugues_05;17 - Enciclopédia do Estudante;250 - Enciclopédia Estudante - Gramática;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;425kb
O português do Brasil;gramatica_portugues_brasil_03;17 - Enciclopédia do Estudante;250 - Enciclopédia Estudante - Gramática;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;574kb
Arcadismo;arcadismo_remake_07;17 - Enciclopédia do Estudante;251 - Enciclopédia Estudante - Literatura;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;767kb
Clássicos do Vestibular;literatura_classicos_vestibular_01;17 - Enciclopédia do Estudante;251 - Enciclopédia Estudante - Literatura;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;192kb
Pré-Modernismo;preModernismo_04;17 - Enciclopédia do Estudante;251 - Enciclopédia Estudante - Literatura;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;911kb
Simbolismo;simbolismo_03;17 - Enciclopédia do Estudante;251 - Enciclopédia Estudante - Literatura;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;809kb
Cinema e Literatura;cinema_literatura_universal_05;17 - Enciclopédia do Estudante;251 - Enciclopédia Estudante - Literatura;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;176kb
Cronologia da literatura universal;cronologia_literatura_universal_27;17 - Enciclopédia do Estudante;251 - Enciclopédia Estudante - Literatura;23 - lt - linha do tempo;0 - novo;2 - flash;1 - Sim;1 - Sim;;;857kb
Prêmios Nobel de Literatura 1901-2007;linha_tempo_nobel_10;17 - Enciclopédia do Estudante;251 - Enciclopédia Estudante - Literatura;23 - lt - linha do tempo;0 - novo;2 - flash;1 - Sim;1 - Sim;;;1.019kb
Obras-primas em áudio;obras_primas_audio_13;17 - Enciclopédia do Estudante;251 - Enciclopédia Estudante - Literatura;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;238kb
Tecnicas de gravura;histArte_tecnicasGravura_03;17 - Enciclopédia do Estudante;251 - Enciclopédia Estudante - Literatura;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;1.573kb
Renascimento Italiano;histArte_renascimento_02_editado4;17 - Enciclopédia do Estudante;251 - Enciclopédia Estudante - Literatura;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;1.607kb
Blogs;blogs_03;17 - Enciclopédia do Estudante;252 - Enciclopédia Estudante - Redação;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;735kb
Emoticon;emoticon;17 - Enciclopédia do Estudante;252 - Enciclopédia Estudante - Redação;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;299kb
Hipertexto;hipertexto_07;17 - Enciclopédia do Estudante;252 - Enciclopédia Estudante - Redação;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;2.100kb
Redação e comunicação - modelo;redCom_modelosDownload;17 - Enciclopédia do Estudante;252 - Enciclopédia Estudante - Redação;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;58kb
Reforma ortográfica;reforma;17 - Enciclopédia do Estudante;252 - Enciclopédia Estudante - Redação;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;121kb
Site de busca;busca23;17 - Enciclopédia do Estudante;252 - Enciclopédia Estudante - Redação;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;76kb
Textos argumentativos;textos_argumentativos_02;17 - Enciclopédia do Estudante;252 - Enciclopédia Estudante - Redação;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;189kb
Alegoria da caverna;ss_alegoria_da_caverna_02;17 - Enciclopédia do Estudante;253 - Enciclopédia Estudante - Filosofia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;1.804kb
Filosofia em áudio;filosofia_em_audio_02;17 - Enciclopédia do Estudante;253 - Enciclopédia Estudante - Filosofia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;513kb
O contrato social em Robbes e em Rousseau;ss_hobbesrousseau_02;17 - Enciclopédia do Estudante;253 - Enciclopédia Estudante - Filosofia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;160kb
O imperativo categórico de Kant;ss_kant_02;17 - Enciclopédia do Estudante;253 - Enciclopédia Estudante - Filosofia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;101kb
Principais filósofos da Grécia Antiga;ia_principaisfilosofos4;17 - Enciclopédia do Estudante;253 - Enciclopédia Estudante - Filosofia;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;936kb
Funções: Noções Básicas;conceito_de_funcao;17 - Enciclopédia do Estudante;254 - Enciclopédia Estudante - Matemática;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;437kb
Conjuntos numéricos;conjuntos_numericos_alex;17 - Enciclopédia do Estudante;254 - Enciclopédia Estudante - Matemática;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;296kb
Função exponencial;funcao_exponencial_4;17 - Enciclopédia do Estudante;254 - Enciclopédia Estudante - Matemática;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;141kb
Função logaritmica;funcao_logaritmica5;17 - Enciclopédia do Estudante;254 - Enciclopédia Estudante - Matemática;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;277kb
Função Modular;funcao_modular2;17 - Enciclopédia do Estudante;254 - Enciclopédia Estudante - Matemática;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;376kb
Funções Polinominais do 1º grau;funcao_polinomial1grau;17 - Enciclopédia do Estudante;254 - Enciclopédia Estudante - Matemática;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;204kb
Funções Polinominais do 2º grau;funcao_polinomial2;17 - Enciclopédia do Estudante;254 - Enciclopédia Estudante - Matemática;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;574kb
Porcentagem e finanças;porcentagem_e_juros2;17 - Enciclopédia do Estudante;254 - Enciclopédia Estudante - Matemática;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;375kb
Progressões;progressao3;17 - Enciclopédia do Estudante;254 - Enciclopédia Estudante - Matemática;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;273kb
Sistemas numéricos;sistema_de_numeração4;17 - Enciclopédia do Estudante;254 - Enciclopédia Estudante - Matemática;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;1.222kb
Arranjos e combinações;arranjos_combinacoes_09;17 - Enciclopédia do Estudante;254 - Enciclopédia Estudante - Matemática;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;150kb
Cones;cones_06;17 - Enciclopédia do Estudante;254 - Enciclopédia Estudante - Matemática;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;112kb
Contagem e Permutações;contagem_permutacoes_3;17 - Enciclopédia do Estudante;254 - Enciclopédia Estudante - Matemática;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;239kb
Matrizes e Determinantes;esferas3;17 - Enciclopédia do Estudante;254 - Enciclopédia Estudante - Matemática;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;95kb
Matrizes e Determinantes;matrizes_determinantes5;17 - Enciclopédia do Estudante;254 - Enciclopédia Estudante - Matemática;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;127kb
Probabilidade;probabilidade_07;17 - Enciclopédia do Estudante;254 - Enciclopédia Estudante - Matemática;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;3.478kb
Orquesta;musica_orquestra_05;17 - Enciclopédia do Estudante;255 - Enciclopédia Estudante - Música;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;4.247kb
Trechos clássicos de algumas composições;partitura_08;17 - Enciclopédia do Estudante;255 - Enciclopédia Estudante - Música;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;3.107kb
Piano;piano;17 - Enciclopédia do Estudante;255 - Enciclopédia Estudante - Música;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;2.015kb
Viola;musica_viola_03;17 - Enciclopédia do Estudante;255 - Enciclopédia Estudante - Música;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;156kb
Concentração das soluções;quimica_concentracao_solucoes_02;17 - Enciclopédia do Estudante;256 - Enciclopédia Estudante - Química;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;135kb
Estados da água;quimica_estados_agua_04;17 - Enciclopédia do Estudante;256 - Enciclopédia Estudante - Química;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;440kb
Fissão e fusão nuclear;quimica_fissao_fusaoNuclear_03;17 - Enciclopédia do Estudante;256 - Enciclopédia Estudante - Química;1 - an - Animação;0 - novo;2 - flash;1 - Sim;0 - Não;;;95kb
Formulação de substancias iônicas e moleculare;quimica_Formulacao_Substancias_Ionicas_Moleculares_01;17 - Enciclopédia do Estudante;256 - Enciclopédia Estudante - Química;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;72kb
As leis dos gases;quimica_leis_dos_gases_01;17 - Enciclopédia do Estudante;256 - Enciclopédia Estudante - Química;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;75kb
Pilha de Daniell;quimica_pilhas_daniell_02;17 - Enciclopédia do Estudante;256 - Enciclopédia Estudante - Química;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;98kb
Reação de neutralização;reacaoneutralizacao;17 - Enciclopédia do Estudante;256 - Enciclopédia Estudante - Química;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;101kb
Sabões e detergentes;quimica_sabao_detergente_02;17 - Enciclopédia do Estudante;256 - Enciclopédia Estudante - Química;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;69kb
Tabela periódica;tabela periodica_3;17 - Enciclopédia do Estudante;256 - Enciclopédia Estudante - Química;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;113kb
Conflitos religiosos na Europa;religiao_conflitos_europa_02;17 - Enciclopédia do Estudante;257 - Enciclopédia Estudante - Religião;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;1.011kb
O mundo islâmico;religiao_mundo_islamico_04;17 - Enciclopédia do Estudante;257 - Enciclopédia Estudante - Religião;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;781kb
Perseguição aos judeus;perseguicaojudeus_03;17 - Enciclopédia do Estudante;257 - Enciclopédia Estudante - Religião;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;1.819kb
Reforma no cristianismo;reformacristianismo3;17 - Enciclopédia do Estudante;257 - Enciclopédia Estudante - Religião;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;850kb
Religiões da América;religioesamericas_FINAL;17 - Enciclopédia do Estudante;257 - Enciclopédia Estudante - Religião;17 - in - Multimídia interativa;0 - novo;2 - flash;1 - Sim;1 - Sim;;;1.313kb
